bun test v1.3.13 (bf2e2cec)
----------------------------------------------------------------------------------------------------------------------------------------|---------|---------|-------------------
 src/operations/implement.ts                                                                                                            |  100.00 |   92.45 | 45-48
 src/operations/index.ts                                                                                                                |  100.00 |  100.00 | 
 src/operations/lint-check.ts                                                                                                           |  100.00 |  100.00 | 
 src/operations/mechanical-formatfix-strategy.ts                                                                                        |   75.00 |   93.22 | 86-89
 src/operations/mechanical-lintfix-strategy.ts                                                                                          |   75.00 |   93.10 | 82-85
 src/operations/plan-critic-llm.ts                                                                                                      |  100.00 |  100.00 | 
 src/operations/plan-draft.ts                                                                                                           |  100.00 |   91.89 | 115,139-142,145-148
 src/operations/plan-refine.ts                                                                                                          |   87.50 |   80.36 | 22,67-71,76-80,83-87,92-96,100-104,110-112,130,134-136
 src/operations/plan.ts                                                                                                                 |   90.91 |  100.00 | 
 src/operations/rectify.ts                                                                                                              |  100.00 |  100.00 | 
 src/operations/semantic-review.ts                                                                                                      |  100.00 |   94.04 | 76-83,431,433-441
 src/operations/test-edit-declaration.ts                                                                                                |  100.00 |  100.00 | 
 src/operations/typecheck-check.ts                                                                                                      |  100.00 |  100.00 | 
 src/operations/validate-mock-structure-files.ts                                                                                        |   75.00 |  100.00 | 
 src/operations/verbatim-warn.ts                                                                                                        |  100.00 |  100.00 | 
 src/operations/verify-scoped.ts                                                                                                        |  100.00 |  100.00 | 
 src/operations/verify.ts                                                                                                               |   72.73 |   94.41 | 82,84,104,157-159,178-181
 src/operations/write-test.ts                                                                                                           |  100.00 |   93.10 | 50-53
 src/optimizer/index.ts                                                                                                                 |    0.00 |   18.75 | 35-60
 src/optimizer/noop.optimizer.ts                                                                                                        |    0.00 |   26.67 | 11-21
 src/optimizer/rule-based.optimizer.ts                                                                                                  |    0.00 |    7.32 | 23-81,88-95,103-114,122-145,153-196,203-245
 src/optimizer/types.ts                                                                                                                 |  100.00 |  100.00 | 
 src/pipeline/event-bus.ts                                                                                                              |   82.35 |   91.04 | 199-203
 src/pipeline/events.ts                                                                                                                 |   83.33 |  100.00 | 
 src/pipeline/index.ts                                                                                                                  |  100.00 |  100.00 | 
 src/pipeline/runner.ts                                                                                                                 |  100.00 |   96.15 | 189,191-194
 src/pipeline/stages/acceptance-setup.ts                                                                                                |   75.00 |   81.41 | 76-77,80,83-84,87-91,103,105-106,114,121,128-143,146-171
 src/pipeline/stages/acceptance.ts                                                                                                      |   88.89 |   88.30 | 43-44,259-274,276-279
 src/pipeline/stages/completion.ts                                                                                                      |   50.00 |   81.98 | 56-67,147-154
 src/pipeline/stages/constitution.ts                                                                                                    |    0.00 |   17.95 | 29-60
 src/pipeline/stages/context.ts                                                                                                         |   80.00 |   83.81 | 62-71,114-117,138-141,163-164,174,203,205-207,224-225,242-245,285-286
 src/pipeline/stages/execution-helpers.ts                                                                                               |  100.00 |  100.00 | 
 src/pipeline/stages/execution.ts                                                                                                       |   33.33 |   88.12 | 94-97,133-140
 src/pipeline/stages/index.ts                                                                                                           |  100.00 |  100.00 | 
 src/pipeline/stages/optimizer.ts                                                                                                       |   66.67 |   41.94 | 43-44,55,58,61-66,69,72-78
 src/pipeline/stages/prompt.ts                                                                                                          |   83.33 |   94.25 | 31-34
 src/pipeline/stages/queue-check.ts                                                                                                     |    0.00 |    9.33 | 33-100
 src/pipeline/stages/routing.ts                                                                                                         |   66.67 |  100.00 | 
 src/pipeline/subscribers/events-writer.ts                                                                                              |  100.00 |   95.56 | 64-67
 src/pipeline/subscribers/hooks.ts                                                                                                      |   84.00 |   85.19 | 97-104,111-118
 src/pipeline/subscribers/interaction.ts                                                                                                |   85.71 |   93.75 | 55-58
 src/pipeline/subscribers/registry.ts                                                                                                   |  100.00 |   89.19 | 70-73
 src/pipeline/subscribers/reporters.ts                                                                                                  |   85.00 |   96.90 | 110,136,173-174
 src/plan/critic.ts                                                                                                                     |  100.00 |  100.00 | 
 src/plan/draft-citations.ts                                                                                                            |  100.00 |  100.00 | 
 src/plan/index.ts                                                                                                                      |  100.00 |  100.00 | 
 src/plan/spec-deltas.ts                                                                                                                |  100.00 |   92.73 | 50-51,64-65
 src/plan/strategies/assert.ts                                                                                                          |  100.00 |   92.31 | 
 src/plan/strategies/context-builder.ts                                                                                                 |  100.00 |  100.00 | 
 src/plan/strategies/debate-composition.ts                                                                                              |  100.00 |  100.00 | 
 src/plan/strategies/debate.ts                                                                                                          |   50.00 |  100.00 | 
 src/plan/strategies/factory.ts                                                                                                         |  100.00 |  100.00 | 
 src/plan/strategies/index.ts                                                                                                           |  100.00 |  100.00 | 
 src/plan/strategies/pipeline.ts                                                                                                        |   50.00 |  100.00 | 
 src/plan/strategies/refine.ts                                                                                                          |   50.00 |  100.00 | 
 src/plan/strategies/single.ts                                                                                                          |   50.00 |  100.00 | 
 src/plan/strategies/write-prd.ts                                                                                                       |  100.00 |   65.91 | 12,18-22,31,33-37,41-43
 src/plugins/builtin/curator/collect.ts                                                                                                 |   84.62 |   81.67 | 330-342,346-358,388-404,408-424,445,447,450-453
 src/plugins/builtin/curator/heuristics.ts                                                                                              |  100.00 |  100.00 | 
 src/plugins
error: An internal error occurred (WriteFailed)
